SourceCreated,SourceModified,LocalPath,Target_FileName,Plutos_Verdict,Risk_Tag
2025-12-21 11:30:22,2025-12-21 11:30:22,C:\Users\user\AppData\Local\Microsoft\OneDrive\OneDrive.exe,onedrive.exe,SYSTEM_INTERNAL_ACTIVITY,RISK_EXT
2025-12-21 11:26:33,2025-12-21 11:28:02,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,msedge.exe,NORMAL_APP_ACCESS,
2025-12-21 10:36:26,2025-12-21 10:40:22,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,msedge.exe,NORMAL_APP_ACCESS,
2025-12-21 10:36:26,2025-12-21 10:40:22,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,msedge.exe,NORMAL_APP_ACCESS,
